

Run Date,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Currency,Price,Quantity,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Cash Balance,Settlement Date
02/18/2026,YOU BOUGHT DLOCAL LTD COM USD0.002 CL A (DLO) (Cash),DLO,DLOCAL LTD COM USD0.002 CL A,Cash,0,"",USD,12.52,11,0,"","","","-137.72",4.39,02/19/2026
02/17/2026,REINVESTMENT as of 2026-02-13 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,33.77,0.044,0,"","","","-1.48",142.11,""
02/17/2026,DIVIDEND RECEIVED as of 2026-02-13 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.48,143.59,""
02/17/2026,PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),"",No Description,Cash,0,"",USD,"",0,0,"","","",141.66,142.11,""
02/09/2026,REINVESTMENT as of 2026-02-06 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,33.51,0.044,0,"","","","-1.47",0.45,""
02/09/2026,DIVIDEND RECEIVED as of 2026-02-06 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.47,1.92,""
02/03/2026,YOU BOUGHT WESTERN UNION CO (WU) (Cash),WU,WESTERN UNION CO,Cash,0,"",USD,9.45,4,0,"","","","-37.8",0.45,02/04/2026
02/03/2026,YOU BOUGHT EPR PROPERTIES SBI USD0.01 (EPR) (Cash),EPR,EPR PROPERTIES SBI USD0.01,Cash,0,"",USD,53.7,2,0,"","","","-107.4",38.25,02/04/2026
02/03/2026,YOU BOUGHT DLOCAL LTD COM USD0.002 CL A (DLO) (Cash),DLO,DLOCAL LTD COM USD0.002 CL A,Cash,0,"",USD,13.25,86,0,"","","","-1139.5",145.65,02/04/2026
02/02/2026,REINVESTMENT as of 2026-01-30 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,35.45,0.04,0,"","","","-1.43",1285.15,""
02/02/2026,DIVIDEND RECEIVED as of 2026-01-30 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.43,1286.58,""
01/30/2026,REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),FDRXX,FIDELITY GOVERNMENT CASH RESERVES,Cash,0,"",USD,1,1.28,0,"","","","-1.28",1285.15,""
01/30/2026,DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),FDRXX,FIDELITY GOVERNMENT CASH RESERVES,Cash,0,"",USD,"",0,0,"","","",1.28,1285.15,""
01/30/2026,PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),"",No Description,Cash,0,"",USD,"",0,0,"","","",141.66,1283.87,""
01/26/2026,REINVESTMENT as of 2026-01-23 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,36.59,0.034,0,"","","","-1.25",1142.21,""
01/26/2026,DIVIDEND RECEIVED as of 2026-01-23 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.25,1143.46,""
01/20/2026,REINVESTMENT as of 2026-01-16 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,36.19,0.042,0,"","","","-1.51",1142.21,""
01/20/2026,DIVIDEND RECEIVED as of 2026-01-16 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.51,1143.72,""
01/16/2026,PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),"",No Description,Cash,0,"",USD,"",0,0,"","","",141.66,1142.21,""
01/16/2026,CO CONTR CURRENT YR EMPLOYER CUR YR (Cash),"",No Description,Cash,0,"",USD,"",0,0,"","","",1000,1000.55,""
01/15/2026,REINVESTMENT OCCIDENTAL PETE CORP COM (OXY) (Cash),OXY,OCCIDENTAL PETE CORP COM,Cash,0,"",USD,44.53,0.056,0,"","","","-2.48",0.55,""
01/15/2026,DIVIDEND RECEIVED OCCIDENTAL PETE CORP COM (OXY) (Cash),OXY,OCCIDENTAL PETE CORP COM,Cash,0,"",USD,"",0,0,"","","",2.48,3.03,""
01/12/2026,REINVESTMENT as of 2026-01-09 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,36.47,0.038,0,"","","","-1.37",0.55,""
01/12/2026,DIVIDEND RECEIVED as of 2026-01-09 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.37,1.92,""
01/06/2026,REINVESTMENT as of 2026-01-05 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,37.59,0.041,0,"","","","-1.56",0.55,""
01/06/2026,DIVIDEND RECEIVED as of 2026-01-05 TIDAL TRUST II YIELD TSLA ETF (TSLY) (Cash),TSLY,TIDAL TRUST II YIELD TSLA ETF,Cash,0,"",USD,"",0,0,"","","",1.56,2.11,""

"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

Date downloaded 07/19/2026 12:43 pm
